address,price,floor,area,year_built,rooms,elevator,parking,warehouse,district_code,price_per_sqm,building_age,area_level,area_bin,area_x_rooms,elevator_high_floor,area_bin_encoded,area_level_encoded,area_level_num,area_bin_num
جنت‌آباد مرکزی,8000000000.0,2,80,1389,2,1,1,1,57,100000000.0,15,Medium,50-100,160,0,3,2,2,2
چیتگر,5150000000.0,30,100,1403,2,1,1,1,220,51500000.0,1,Low,50-100,200,1,3,0,1,2
حکیمیه,14850000000.0,6,135,1395,3,1,1,1,66,110000000.0,9,Medium,100-150,405,1,0,2,2,3
دانشگاه شریف,4800000000.0,1,43,1400,1,1,1,1,84,111627907.0,4,Medium,<50,43,0,4,2,2,1
دریاچه شهدای خلیج فارس,2800000000.0,6,80,1403,2,1,1,1,93,35000000.0,1,Low,50-100,160,1,3,0,1,2
سازمان برنامه,12700000000.0,1,100,1396,2,1,1,1,109,127000000.0,8,Medium,50-100,200,0,3,2,2,2
سازمان آب,11000000000.0,3,125,1385,2,1,1,1,108,88000000.0,19,Medium,100-150,250,0,0,2,2,3
شهرآرا,9900000000.0,3,95,1380,2,1,1,1,135,104210526.3,24,Medium,50-100,190,0,3,2,2,2
سعادت‌آباد,34500000000.0,4,140,1400,3,1,1,1,114,246428571.4,4,Luxury,100-150,420,1,0,1,3,3
نارمک,9190000000.0,4,85,1400,2,1,1,1,195,108117647.1,4,Medium,50-100,170,1,3,2,2,2
مبارک‌آباد بهشتی,1950000000.0,4,65,1402,2,1,1,1,180,30000000.0,2,Low,50-100,130,1,3,0,1,2
جنت‌آباد شمالی,6150000000.0,1,45,1385,1,0,1,0,56,136666666.7,19,Medium,<50,45,0,4,2,2,1
پونک,10300000000.0,4,90,1393,2,1,1,1,217,114444444.4,11,Medium,50-100,180,1,3,2,2,2
هفت حوض,5300000000.0,1,56,1391,1,0,1,1,205,94642857.14,13,Medium,50-100,56,0,3,2,2,2
شهر‌زیبا,8000000000.0,1,85,1398,2,1,1,1,154,94117647.06,6,Medium,50-100,170,0,3,2,2,2
اباذر,8750000000.0,1,68,1392,1,1,1,1,8,128676470.6,12,Medium,50-100,68,0,3,2,2,2
کوهک,18000000000.0,30,197,1403,3,1,1,1,227,91370558.38,1,Medium,150-200,591,1,1,2,2,4
سازمان آب,12000000000.0,3,105,1387,2,1,1,1,108,114285714.3,17,Medium,100-150,210,0,0,2,2,3
نارمک,9790000000.0,5,70,1403,2,1,1,1,195,139857142.9,1,Medium,50-100,140,1,3,2,2,2
دولاب,3700000000.0,2,64,1396,2,1,1,0,96,57812500.0,8,Low,50-100,128,0,3,0,1,2
ایران,12500000000.0,5,120,1390,2,1,1,1,30,104166666.7,14,Medium,100-150,240,1,0,2,2,3
المهدی,5500000000.0,3,66,1384,1,1,1,1,19,83333333.33,20,Medium,50-100,66,0,3,2,2,2
ستارخان,4490000000.0,3,75,1381,2,0,1,1,111,59866666.67,23,Low,50-100,150,0,3,0,1,2
نارمک,5000000000.0,2,43,1395,1,0,1,0,195,116279069.8,9,Medium,<50,43,0,4,2,2,1
جنت‌آباد جنوبی,15000000000.0,4,100,1403,2,1,1,1,55,150000000.0,1,Luxury,50-100,200,1,3,1,3,2
چیتگر,2000000000.0,5,80,1403,2,1,1,1,220,25000000.0,1,Low,50-100,160,1,3,0,1,2
جیحون,2200000000.0,2,41,1377,1,0,1,1,61,53658536.59,27,Low,<50,41,0,4,0,1,1
جیحون,3870000000.0,4,64,1382,2,0,1,1,61,60468750.0,22,Low,50-100,128,0,3,0,1,2
جیحون,6600000000.0,2,90,1403,2,1,1,1,61,73333333.33,1,Medium,50-100,180,0,3,2,2,2
آجودانیه,25800000000.0,5,155,1395,3,1,1,1,2,166451612.9,9,Luxury,150-200,465,1,1,1,3,4
دریا,32500000000.0,2,130,1403,3,1,1,1,92,250000000.0,1,Luxury,100-150,390,0,0,1,3,3
وردآورد,1800000000.0,2,61,1400,1,1,1,1,209,29508196.72,4,Low,50-100,61,0,3,0,1,2
سلسبیل,2600000000.0,2,40,1381,1,0,1,0,117,65000000.0,23,Medium,<50,40,0,4,2,2,1
پونک,12300000000.0,4,78,1403,2,1,1,0,217,157692307.7,1,Luxury,50-100,156,1,3,1,3,2
پاسداران,55750000000.0,2,225,1404,3,1,1,1,213,247777777.8,0,Luxury,200+,675,0,2,1,3,5
مولوی,3000000000.0,1,80,1395,2,1,1,1,189,37500000.0,9,Low,50-100,160,0,3,0,1,2
شهر‌زیبا,2500000000.0,1,52,1397,1,1,1,1,154,48076923.08,7,Low,50-100,52,0,3,0,1,2
پاسداران,36000000000.0,4,165,1402,3,1,1,1,213,218181818.2,2,Luxury,150-200,495,1,1,1,3,4
مرزداران,49200000000.0,1,223,1401,3,1,1,1,185,220627802.7,3,Luxury,200+,669,0,2,1,3,5
سازمان برنامه,10500000000.0,1,125,1385,2,1,1,1,109,84000000.0,19,Medium,100-150,250,0,0,2,2,3
بلورسازی,2650000000.0,2,44,1391,1,1,1,1,38,60227272.73,13,Low,<50,44,0,4,0,1,1
نیرو هوایی,20160000000.0,1,160,1398,3,1,1,1,201,126000000.0,6,Medium,150-200,480,0,1,2,2,4
سازمان برنامه,13800000000.0,2,100,1395,2,1,1,1,109,138000000.0,9,Medium,50-100,200,0,3,2,2,2
شهرک صدرا,16000000000.0,5,136,1393,3,1,1,1,145,117647058.8,11,Medium,100-150,408,1,0,2,2,3
پونک,12500000000.0,2,79,1403,2,1,1,1,217,158227848.1,1,Luxury,50-100,158,0,3,1,3,2
یوسف‌آباد,18650000000.0,3,113,1403,2,1,1,1,236,165044247.8,1,Luxury,100-150,226,0,0,1,3,3
تهران‌سر,2000000000.0,2,67,1396,2,1,1,1,47,29850746.27,8,Low,50-100,134,0,3,0,1,2
دریاچه شهدای خلیج فارس,9350000000.0,9,140,1403,3,1,1,1,93,66785714.29,1,Medium,100-150,420,1,0,2,2,3
تهران‌سر,1500000000.0,1,64,1396,2,1,1,1,47,23437500.0,8,Low,50-100,128,0,3,0,1,2
جنت‌آباد جنوبی,6080000000.0,4,68,1381,2,0,1,1,55,89411764.71,23,Medium,50-100,136,0,3,2,2,2
تهران‌سر,1200000000.0,1,50,1399,1,1,1,1,47,24000000.0,5,Low,<50,50,0,4,0,1,1
اباذر,12898000000.0,4,75,1404,2,1,1,1,8,171973333.3,0,Luxury,50-100,150,1,3,1,3,2
جیحون,2600000000.0,2,41,1380,1,0,1,1,61,63414634.15,24,Medium,<50,41,0,4,2,2,1
صادقیه,1300000000.0,9,60,1403,1,1,1,1,161,21666666.67,1,Low,50-100,60,1,3,0,1,2
شهرآرا,2550000000.0,9,100,1403,2,1,1,1,135,25500000.0,1,Low,50-100,200,1,3,0,1,2
سعادت‌آباد,23500000000.0,1,138,1385,3,1,1,1,114,170289855.1,19,Luxury,100-150,414,0,0,1,3,3
مجیدآباد,10480000000.0,3,115,1388,2,1,1,1,181,91130434.78,16,Medium,100-150,230,0,0,2,2,3
تسلیحات,6100000000.0,3,58,1401,1,1,1,1,44,105172413.8,3,Medium,50-100,58,0,3,2,2,2
استاد معین,4330000000.0,5,70,1399,1,1,1,0,14,61857142.86,5,Medium,50-100,70,1,3,2,2,2
سعادت‌آباد,32000000000.0,5,125,1403,2,1,1,1,114,256000000.0,1,Luxury,100-150,250,1,0,1,3,3
امیریه,2460000000.0,2,55,1380,1,0,1,1,27,44727272.73,24,Low,50-100,55,0,3,0,1,2
دروس,49000000000.0,2,175,1403,3,1,1,1,90,280000000.0,1,Luxury,150-200,525,0,1,1,3,4
آسمان,18000000000.0,3,92,1403,2,1,1,1,5,195652173.9,1,Luxury,50-100,184,0,3,1,3,2
پاسداران,30000000000.0,2,130,1403,3,1,1,1,213,230769230.8,1,Luxury,100-150,390,0,0,1,3,3
جنت‌آباد مرکزی,16400000000.0,3,130,1401,3,1,1,1,57,126153846.2,3,Medium,100-150,390,0,0,2,2,3
گیشا (کوی نصر),17000000000.0,4,93,1392,2,1,1,1,234,182795698.9,12,Luxury,50-100,186,1,3,1,3,2
محمودیه,40500000000.0,1,161,1392,3,1,1,1,182,251552795.0,12,Luxury,150-200,483,0,1,1,3,4
مبارک‌آباد بهشتی,2340000000.0,2,85,1400,2,1,1,1,180,27529411.76,4,Low,50-100,170,0,3,0,1,2
حکیمیه,8330000000.0,6,98,1403,2,1,1,1,66,85000000.0,1,Medium,50-100,196,1,3,2,2,2
تهرانپارس شرقی,3500000000.0,3,63,1390,1,0,1,1,45,55555555.56,14,Low,50-100,63,0,3,0,1,2
جمال‌زاده,3250000000.0,3,46,1385,1,0,1,1,53,70652173.91,19,Medium,<50,46,0,4,2,2,1
مرزداران,16800000000.0,4,86,1403,2,1,1,1,185,195348837.2,1,Luxury,50-100,172,1,3,1,3,2
گیشا (کوی نصر),32500000000.0,3,165,1402,3,1,1,1,234,196969697.0,2,Luxury,150-200,495,0,1,1,3,4
آسمان,22000000000.0,4,116,1403,3,1,1,1,5,189655172.4,1,Luxury,100-150,348,1,0,1,3,3
مرزداران,16200000000.0,4,92,1395,2,1,1,1,185,176086956.5,9,Luxury,50-100,184,1,3,1,3,2
دروس,63000000000.0,4,310,1389,4,1,1,1,90,203225806.5,15,Luxury,200+,1240,1,2,1,3,5
کامرانیه,38000000000.0,5,170,1396,3,1,1,1,223,223529411.8,8,Luxury,150-200,510,1,1,1,3,4
هروی,10400000000.0,1,75,1390,1,1,1,1,204,138666666.7,14,Medium,50-100,75,0,3,2,2,2
کوی فردوس,8450000000.0,9,93,1404,2,1,1,1,229,90860215.05,0,Medium,50-100,186,1,3,2,2,2
اختیاریه,18000000000.0,5,125,1388,2,1,1,1,10,144000000.0,16,Medium,100-150,250,1,0,2,2,3
شهر‌زیبا,8800000000.0,4,73,1402,2,1,1,1,154,120547945.2,2,Medium,50-100,146,1,3,2,2,2
شارق شرقی,2950000000.0,2,60,1381,1,0,1,1,126,49166666.67,23,Low,50-100,60,0,3,0,1,2
آهنگ,5000000000.0,3,70,1382,2,0,1,1,6,71428571.43,22,Medium,50-100,140,0,3,2,2,2
تهران‌سر,4230000000.0,9,95,1403,2,1,1,1,47,44526315.79,1,Low,50-100,190,1,3,0,1,2
هروی,33000000000.0,2,165,1403,3,1,1,1,204,200000000.0,1,Luxury,150-200,495,0,1,1,3,4
تهران‌سر,1620000000.0,1,47,1399,1,1,1,1,47,34468085.11,5,Low,<50,47,0,4,0,1,1
جنت‌آباد جنوبی,7900000000.0,4,92,1384,2,0,1,1,55,85869565.22,20,Medium,50-100,184,0,3,2,2,2
ارم,8700000000.0,4,60,1404,2,1,1,1,12,145000000.0,0,Medium,50-100,120,1,3,2,2,2
پونک,10000000000.0,1,132,1390,2,1,1,1,217,75757575.76,14,Medium,100-150,264,0,0,2,2,3
جنت‌آباد مرکزی,5000000000.0,3,55,1389,1,0,1,1,57,90909090.91,15,Medium,50-100,55,0,3,2,2,2
دریاچه شهدای خلیج فارس,11000000000.0,20,137,1403,3,1,1,1,93,80291970.8,1,Medium,100-150,411,1,0,2,2,3
جوادیه,6552000000.0,4,117,1401,2,1,1,1,58,56000000.0,3,Low,100-150,234,1,0,0,1,3
دولت‌آباد,5000000000.0,5,75,1395,2,1,1,1,97,66666666.67,9,Medium,50-100,150,1,3,2,2,2
جنت‌آباد جنوبی,4700000000.0,2,59,1389,1,0,1,1,55,79661016.95,15,Medium,50-100,59,0,3,2,2,2
باغ فیض,10100000000.0,4,86,1388,2,1,1,1,35,117441860.5,16,Medium,50-100,172,1,3,2,2,2
آبشار,15000000000.0,2,125,1403,3,1,1,1,0,120000000.0,1,Medium,100-150,375,0,0,2,2,3
سلسبیل,3000000000.0,3,50,1388,1,0,1,1,117,60000000.0,16,Low,<50,50,0,4,0,1,1
چیتگر,7300000000.0,1,125,1403,2,1,1,1,220,58400000.0,1,Low,100-150,250,0,0,0,1,3
الهیه,33500000000.0,3,130,1390,2,1,1,1,20,257692307.7,14,Luxury,100-150,260,0,0,1,3,3
هروی,13150000000.0,3,99,1400,2,1,1,1,204,132828282.8,4,Medium,50-100,198,0,3,2,2,2
شهر زیبا,2300000000.0,1,50,1390,1,0,1,1,134,46000000.0,14,Low,<50,50,0,4,0,1,1
دروس,68000000000.0,5,300,1388,4,1,1,1,90,226666666.7,16,Luxury,200+,1200,1,2,1,3,5
شهر زیبا,5000000000.0,3,92,1397,2,1,1,1,134,54347826.09,7,Low,50-100,184,0,3,0,1,2
استاد معین,1710000000.0,2,45,1401,1,1,1,1,14,38000000.0,3,Low,<50,45,0,4,0,1,1
شهر زیبا,3000000000.0,2,74,1391,2,0,1,1,134,40540540.54,13,Low,50-100,148,0,3,0,1,2
دهکده المپیک,1150000000.0,5,52,1403,1,1,1,1,95,22115384.62,1,Low,50-100,52,1,3,0,1,2
عباس‌آباد,9600000000.0,3,79,1388,2,1,1,1,168,121518987.3,16,Medium,50-100,158,0,3,2,2,2
دریاچه شهدای خلیج فارس,6500000000.0,11,130,1403,2,1,1,1,93,50000000.0,1,Low,100-150,260,1,0,0,1,3
باغ فیض,7630000000.0,1,63,1394,1,1,1,1,35,121111111.1,10,Medium,50-100,63,0,3,2,2,2
باغ فیض,9150000000.0,4,76,1393,2,1,1,1,35,120394736.8,11,Medium,50-100,152,1,3,2,2,2
مرزداران,12200000000.0,5,81,1392,2,1,1,1,185,150617284.0,12,Luxury,50-100,162,1,3,1,3,2
شهرک نفت (منطقه ۵),14500000000.0,5,100,1403,2,1,1,1,148,145000000.0,1,Medium,50-100,200,1,3,2,2,2
چیذر,16000000000.0,1,110,1403,2,1,1,1,221,145454545.5,1,Medium,100-150,220,0,0,2,2,3
پونک,7400000000.0,1,67,1390,1,1,1,1,217,110447761.2,14,Medium,50-100,67,0,3,2,2,2
قیطریه,18000000000.0,1,103,1399,2,1,1,1,177,174757281.6,5,Luxury,100-150,206,0,0,1,3,3
پونک,16750000000.0,1,135,1386,3,1,1,1,217,124074074.1,18,Medium,100-150,405,0,0,2,2,3
نیاوران,8800000000.0,1,60,1380,1,0,1,1,200,146666666.7,24,Medium,50-100,60,0,3,2,2,2
شهر‌زیبا,1650000000.0,3,55,1398,1,1,1,1,154,30000000.0,6,Low,50-100,55,0,3,0,1,2
ظفر,15600000000.0,0,125,1387,3,1,1,1,166,124800000.0,17,Medium,100-150,375,0,0,2,2,3
فرمانیه,140000000000.0,2,300,1402,3,1,1,1,172,466666666.7,2,Luxury,200+,900,0,2,1,3,5
جیحون,3180000000.0,1,60,1385,1,0,1,1,61,53000000.0,19,Low,50-100,60,0,3,0,1,2
مرزداران,16100000000.0,3,97,1395,2,1,1,1,185,165979381.4,9,Luxury,50-100,194,0,3,1,3,2
نیاوران,34500000000.0,3,150,1397,3,1,1,1,200,230000000.0,7,Luxury,100-150,450,0,0,1,3,3
شهرک ولیعصر,2140000000.0,4,52,1382,1,0,1,0,149,41153846.15,22,Low,50-100,52,0,3,0,1,2
دریاچه شهدای خلیج فارس,2400000000.0,10,87,1403,2,1,1,1,93,27586206.9,1,Low,50-100,174,1,3,0,1,2
هاشمی,3180000000.0,0,56,1382,2,0,1,0,203,56785714.29,22,Low,50-100,112,0,3,0,1,2
دریا,24000000000.0,1,110,1400,2,1,1,1,92,218181818.2,4,Luxury,100-150,220,0,0,1,3,3
هاشمی,3150000000.0,0,56,1382,2,0,1,0,203,56250000.0,22,Low,50-100,112,0,3,0,1,2
خ چهره خند,8250000000.0,1,81,1390,2,1,1,1,75,101851851.9,14,Medium,50-100,162,0,3,2,2,2
دریاچه شهدای خلیج فارس,13500000000.0,7,162,1397,3,1,1,1,93,83333333.33,7,Medium,150-200,486,1,1,2,2,4
فرمانیه,23000000000.0,2,116,1398,2,1,1,1,172,198275862.1,6,Luxury,100-150,232,0,0,1,3,3
ونک,35500000000.0,4,212,1385,3,1,1,1,211,167452830.2,19,Luxury,200+,636,1,2,1,3,5
خ توکلی,14500000000.0,5,92,1390,2,1,1,1,69,157608695.7,14,Luxury,50-100,184,1,3,1,3,2
دکتر هوشیار,4800000000.0,4,62,1403,1,1,1,1,98,77419354.84,1,Medium,50-100,62,1,3,2,2,2
هاشمی,3150000000.0,0,48,1382,1,0,1,0,203,65625000.0,22,Medium,<50,48,0,4,2,2,1
حسین‌آباد,15800000000.0,2,98,1388,2,1,1,1,62,161224489.8,16,Luxury,50-100,196,0,3,1,3,2
زعفرانیه,236000000000.0,9,405,1403,4,1,1,1,103,582716049.4,1,Luxury,200+,1620,1,2,1,3,5
کوهک,12300000000.0,18,126,1402,2,1,1,1,227,97619047.62,2,Medium,100-150,252,1,0,2,2,3
سلسبیل,10200000000.0,3,110,1403,3,1,1,1,117,92727272.73,1,Medium,100-150,330,0,0,2,2,3
جنت‌آباد مرکزی,5100000000.0,3,65,1384,1,0,1,1,57,78461538.46,20,Medium,50-100,65,0,3,2,2,2
تهرانپارس غربی,5900000000.0,2,65,1386,1,0,1,1,46,90769230.77,18,Medium,50-100,65,0,3,2,2,2
نیرو هوایی,8200000000.0,2,94,1381,2,0,1,1,201,87234042.55,23,Medium,50-100,188,0,3,2,2,2
مبارک‌آباد بهشتی,2050000000.0,2,68,1398,2,1,1,1,180,30147058.82,6,Low,50-100,136,0,3,0,1,2
جوادیه تهرانپارس,5700000000.0,1,89,1384,2,0,1,1,59,64044943.82,20,Medium,50-100,178,0,3,2,2,2
خ شهید باکری,8200000000.0,1,72,1399,2,1,1,0,70,113888888.9,5,Medium,50-100,144,0,3,2,2,2
جنت‌آباد جنوبی,13000000000.0,3,90,1403,2,1,1,1,55,144444444.4,1,Medium,50-100,180,0,3,2,2,2
زعفرانیه,68000000000.0,4,190,1400,3,1,1,0,103,357894736.8,4,Luxury,150-200,570,1,1,1,3,4
قیطریه,30000000000.0,4,178,1389,3,1,1,1,177,168539325.8,15,Luxury,150-200,534,1,1,1,3,4
شاندیز,2100000000.0,3,55,1380,1,0,1,1,127,38181818.18,24,Low,50-100,55,0,3,0,1,2
نیاوران,19400000000.0,2,110,1383,2,1,1,1,200,176363636.4,21,Luxury,100-150,220,0,0,1,3,3
کوی فردوس,14500000000.0,4,110,1395,2,1,1,1,229,131818181.8,9,Medium,100-150,220,1,0,2,2,3
هوانیروز,4250000000.0,15,80,1403,2,1,1,1,207,53125000.0,1,Low,50-100,160,1,3,0,1,2
چیتگر,350000000.0,6,50,1403,2,1,1,1,220,7000000.0,1,Low,<50,100,1,4,0,1,1
پونک,16500000000.0,2,95,1403,2,1,1,1,217,173684210.5,1,Luxury,50-100,190,0,3,1,3,2
سازمان برنامه,14000000000.0,6,108,1400,2,1,1,1,109,129629629.6,4,Medium,100-150,216,1,0,2,2,3
جیحون,3250000000.0,3,56,1383,2,0,1,1,61,58035714.29,21,Low,50-100,112,0,3,0,1,2
کوثر,2700000000.0,5,52,1403,2,1,1,0,226,51923076.92,1,Low,50-100,104,1,3,0,1,2
المهدی,7000000000.0,4,68,1390,2,0,1,1,19,102941176.5,14,Medium,50-100,136,0,3,2,2,2
جیحون,3630000000.0,1,42,1391,1,1,1,1,61,86428571.43,13,Medium,<50,42,0,4,2,2,1
اقدسیه,62000000000.0,3,220,1400,3,1,1,1,18,281818181.8,4,Luxury,200+,660,0,2,1,3,5
نیاوران,16800000000.0,1,70,1393,2,1,1,1,200,240000000.0,11,Luxury,50-100,140,0,3,1,3,2
کوهک,14500000000.0,8,138,1397,3,1,1,1,227,105072463.8,7,Medium,100-150,414,1,0,2,2,3
دکتر هوشیار,6750000000.0,3,80,1402,2,1,1,1,98,84375000.0,2,Medium,50-100,160,0,3,2,2,2
چیتگر,1000000000.0,19,75,1403,2,1,1,1,220,13333333.33,1,Low,50-100,150,1,3,0,1,2
لشکر,3849000000.0,1,55,1382,1,0,1,1,178,69981818.18,22,Medium,50-100,55,0,3,2,2,2
مولوی,2700000000.0,5,63,1397,1,1,1,0,189,42857142.86,7,Low,50-100,63,1,3,0,1,2
یوسف‌آباد,19850000000.0,2,123,1394,3,1,1,1,236,161382113.8,10,Luxury,100-150,369,0,0,1,3,3
استاد معین,3100000000.0,2,50,1391,1,0,1,1,14,62000000.0,13,Medium,<50,50,0,4,2,2,1
دکتر هوشیار,3900000000.0,1,53,1385,1,0,1,1,98,73584905.66,19,Medium,50-100,53,0,3,2,2,2
دریاچه شهدای خلیج فارس,9800000000.0,1,135,1390,3,0,1,1,93,72592592.59,14,Medium,100-150,405,0,0,2,2,3
استاد معین,4280000000.0,1,58,1399,1,1,1,1,14,73793103.45,5,Medium,50-100,58,0,3,2,2,2
شهید رجایی,2700000000.0,1,65,1387,2,0,1,0,156,41538461.54,17,Low,50-100,130,0,3,0,1,2
کوی فردوس,13700000000.0,4,110,1394,2,1,1,1,229,124545454.5,10,Medium,100-150,220,1,0,2,2,3
مرزداران,12850000000.0,4,90,1394,1,1,1,1,185,142777777.8,10,Medium,50-100,90,1,3,2,2,2
بریانک,3000000000.0,3,78,1382,2,0,1,1,36,38461538.46,22,Low,50-100,156,0,3,0,1,2
سلسبیل,2280000000.0,0,31,1380,1,0,1,1,117,73548387.1,24,Medium,<50,31,0,4,2,2,1
هفت چنار,2920000000.0,3,79,1381,2,0,1,1,206,36962025.32,23,Low,50-100,158,0,3,0,1,2
زنجان,4300000000.0,1,66,1390,2,0,1,1,105,65151515.15,14,Medium,50-100,132,0,3,2,2,2
سعادت‌آباد,26000000000.0,2,130,1388,2,1,1,1,114,200000000.0,16,Luxury,100-150,260,0,0,1,3,3
جنت‌آباد جنوبی,6100000000.0,1,60,1383,1,0,1,1,55,101666666.7,21,Medium,50-100,60,0,3,2,2,2
شهرک ولیعصر,2660000000.0,4,63,1385,1,1,1,1,149,42222222.22,19,Low,50-100,63,1,3,0,1,2
چیتگر,400000000.0,15,60,1403,1,1,1,1,220,6666666.667,1,Low,50-100,60,1,3,0,1,2
قیطریه,10800000000.0,1,70,1395,2,1,1,1,177,154285714.3,9,Luxury,50-100,140,0,3,1,3,2
جیحون,2280000000.0,0,31,1380,1,0,1,1,61,73548387.1,24,Medium,<50,31,0,4,2,2,1
بهداشت,3700000000.0,2,68,1389,1,1,1,1,41,54411764.71,15,Low,50-100,68,0,3,0,1,2
سازمان برنامه,8400000000.0,1,75,1383,2,1,1,1,109,112000000.0,21,Medium,50-100,150,0,3,2,2,2
جیحون,1700000000.0,3,42,1382,1,0,1,1,61,40476190.48,22,Low,<50,42,0,4,0,1,1
بریانک,2950000000.0,1,56,1397,1,1,1,1,36,52678571.43,7,Low,50-100,56,0,3,0,1,2
سعادت‌آباد,30000000000.0,5,163,1390,3,1,1,1,114,184049079.8,14,Luxury,150-200,489,1,1,1,3,4
پاسداران,24600000000.0,3,107,1403,2,1,1,1,213,229906542.1,1,Luxury,100-150,214,0,0,1,3,3
پاسداران,21000000000.0,4,135,1403,3,1,1,1,213,155555555.6,1,Luxury,100-150,405,1,0,1,3,3
شهرک ولیعصر,3400000000.0,2,62,1383,1,0,1,1,149,54838709.68,21,Low,50-100,62,0,3,0,1,2
شادمهر,6100000000.0,2,55,1401,1,1,1,1,125,110909090.9,3,Medium,50-100,55,0,3,2,2,2
سلسبیل,2620000000.0,0,38,1380,1,0,1,0,117,68947368.42,24,Medium,<50,38,0,4,2,2,1
سلسبیل,3170000000.0,3,60,1381,2,0,1,1,117,52833333.33,23,Low,50-100,120,0,3,0,1,2
پاسداران,34700000000.0,2,162,1392,3,1,1,1,213,214197530.9,12,Luxury,150-200,486,0,1,1,3,4
اباذر,50000000000.0,3,235,1402,3,1,1,1,8,212765957.4,2,Luxury,200+,705,0,2,1,3,5
نصرت,10650000000.0,3,80,1403,2,1,1,1,198,133125000.0,1,Medium,50-100,160,0,3,2,2,2
ظفر,15950000000.0,4,103,1385,2,1,1,1,166,154854368.9,19,Luxury,100-150,206,1,0,1,3,3
مدائن,10300000000.0,4,90,1390,2,1,1,1,184,114444444.4,14,Medium,50-100,180,1,3,2,2,2
اختیاریه,30000000000.0,4,176,1388,3,1,1,1,10,170454545.5,16,Luxury,150-200,528,1,1,1,3,4
سازمان آب,6300000000.0,3,69,1386,2,1,1,1,108,91304347.83,18,Medium,50-100,138,0,3,2,2,2
شهر‌زیبا,1900000000.0,1,55,1397,1,0,1,1,154,34545454.55,7,Low,50-100,55,0,3,0,1,2
جنت‌آباد شمالی,11300000000.0,4,95,1401,2,1,1,1,56,118947368.4,3,Medium,50-100,190,1,3,2,2,2
مدائن,15000000000.0,1,150,1402,3,1,1,1,184,100000000.0,2,Medium,100-150,450,0,0,2,2,3
سازمان برنامه,14400000000.0,4,90,1403,2,1,1,1,109,160000000.0,1,Luxury,50-100,180,1,3,1,3,2
دروس,49400000000.0,4,130,1403,2,1,1,1,90,380000000.0,1,Luxury,100-150,260,1,0,1,3,3
دروس,49110000000.0,5,170,1404,3,1,1,1,90,288882352.9,0,Luxury,150-200,510,1,1,1,3,4
زنجان,6250000000.0,5,60,1403,1,1,1,1,105,104166666.7,1,Medium,50-100,60,1,3,2,2,2
بریانک,3880000000.0,0,59,1387,2,1,1,1,36,65762711.86,17,Medium,50-100,118,0,3,2,2,2
امامزاده قاسم,58000000000.0,5,285,1387,3,1,1,1,23,203508771.9,17,Luxury,200+,855,1,2,1,3,5
قیطریه,55500000000.0,3,258,1402,4,1,1,1,177,215116279.1,2,Luxury,200+,1032,0,2,1,3,5
سرو آزاد,12960000000.0,23,144,1399,2,1,1,1,113,90000000.0,5,Medium,100-150,288,1,0,2,2,3
چیتگر,2388000000.0,20,60,1403,1,1,1,1,220,39800000.0,1,Low,50-100,60,1,3,0,1,2
باغ فیض,6400000000.0,3,57,1385,2,1,1,1,35,112280701.8,19,Medium,50-100,114,0,3,2,2,2
جوادیه تهرانپارس,3200000000.0,12,86,1403,2,1,1,1,59,37209302.33,1,Low,50-100,172,1,3,0,1,2
هروی,20400000000.0,5,134,1400,3,1,1,1,204,152238806.0,4,Luxury,100-150,402,1,0,1,3,3
مبارک‌آباد بهشتی,1820000000.0,1,60,1399,1,1,1,1,180,30333333.33,5,Low,50-100,60,0,3,0,1,2
پاتریس لومومبا,16000000000.0,4,148,1386,3,1,1,1,212,108108108.1,18,Medium,100-150,444,1,0,2,2,3
قیطریه,32800000000.0,3,164,1390,3,1,1,1,177,200000000.0,14,Luxury,150-200,492,0,1,1,3,4
مرزداران,21500000000.0,2,121,1395,2,1,1,1,185,177685950.4,9,Luxury,100-150,242,0,0,1,3,3
تهران‌سر,1360000000.0,2,50,1398,1,1,1,1,47,27200000.0,6,Low,<50,50,0,4,0,1,1
مرزداران,15000000000.0,2,90,1378,2,0,1,0,185,166666666.7,26,Luxury,50-100,180,0,3,1,3,2
دروس,50000000000.0,5,150,1393,3,1,1,1,90,333333333.3,11,Luxury,100-150,450,1,0,1,3,3
کوی مهران,15000000000.0,1,140,1385,3,1,1,1,230,107142857.1,19,Medium,100-150,420,0,0,2,2,3
پونک,12600000000.0,3,90,1393,2,1,1,1,217,140000000.0,11,Medium,50-100,180,0,3,2,2,2
تهرانپارس غربی,10500000000.0,2,89,1403,2,1,1,1,46,117977528.1,1,Medium,50-100,178,0,3,2,2,2
دروس,30000000000.0,2,165,1390,3,1,1,1,90,181818181.8,14,Luxury,150-200,495,0,1,1,3,4
پاسداران,47600000000.0,4,170,1403,3,1,1,1,213,280000000.0,1,Luxury,150-200,510,1,1,1,3,4
بریانک,6180000000.0,2,143,1390,2,1,1,1,36,43216783.22,14,Low,100-150,286,0,0,0,1,3
هاشمی,2800000000.0,1,36,1390,1,1,1,1,203,77777777.78,14,Medium,<50,36,0,4,2,2,1
سهروردی,7790000000.0,1,80,1382,2,0,1,1,120,97375000.0,22,Medium,50-100,160,0,3,2,2,2
مرزداران,20000000000.0,5,110,1396,2,1,1,1,185,181818181.8,8,Luxury,100-150,220,1,0,1,3,3
